No;Tweet;Sentiment
1817;czekam na autobus panowie, tymczasem papa #taka #szczęśliwa;happy
1818;Moja mama powiedziala że ładnie pachnie Our Moment i chyba mi je kupi (uśmiechnięta twarz ze śmiejącymi się oczami, niebieskie serce) #szczęśliwa;happy
1819;Dziękuję @paprykpniewski za pozdrowienia! Za to, że w taki sposób mogę spełnić swoje marzenia i usłyszeć moje imię z twoich ust! #szcześliwa;happy
1820;Szkoła, później gdzieś jeżdżę rowerem, wracam do domu i idziemy biegać. Mam coraz lepszy plan dnia (uśmiechnięta twarz z otwartymi ustami i śmiejącymi się oczami) #szczęśliwa;happy
1821;yeeeeeeey, otworzył mi drzwi wejściowe do szkoły i w autobusie mnie przepuścił #mój #ideał #szczęśliwa #cieszmy #się #z #małych #rzeczy;happy
1822;borze tak sie wzruszyłam, jak zwykle nie doceniałam tego co mam #szczęśliwa;happy
1823;ZDAŁAM EGZAMIN NA PRAWO JAZDY! :)))))))))))))))))))))))))))))))))))))))) #taka #szczęśliwa #drajwer nie wchodźcie na drogi :*;happy
1824;Uwielbiam wizyty kuriera:)) Dziękuję sonypolska :)) #szczęśliwa #wreszcielepszysprzęt!;happy
1825;Mówilam wam że w te wakacje wybieram się do Hiszpanii #szczęśliwa #aga;happy
1826;Tata się zgodził żebym jechała na 3 koncerty praktycznie pod rząd #szczęśliwa choć indeterminate czy pojadę na wszystkie;happy
1827;Obcięłam włosy. Duuuuużo włosów... Muszę przyznac, że efekt całkiem fajny :) #szczęśliwa;happy
1828;No i jak ja mam sie uczyc na jutrzejsza kartkówkę, no jak... #szczęśliwa #dumna;happy
1829;Miłego dnia! :D Coś czuję, że dzisiaj będzie piękny dzień ^^ #szczęśliwa *,*;happy
1830;"Dzis jest naprawde miły dzien :) z samego rana otwrzymalam list od Matiego :) Tak miło dostawać listy od przyjaciół :) #szczęśliwa ! ;)";happy
1831;Czasem dobrze jest odnowic strare znajomosci :)) #szczęśliwa;happy
1832;Wróciłam i zaraz wybywam na zakupy !! #szczęśliwa;happy
1833;I w końcu byłam u babci :D #szczęśliwa #swfc #sweet #shopping #Opel #las #wieś #peoplepuppy;happy
1834;No i się popłakałam! On na serio widzi wszystko! #Szczęśliwa #KochamGo #WszystkoWidzi;happy
1835;Wioosna !!! *.* #szczęśliwa;happy
1836;wreszcie znalazłam osobę , z którą można normalnie porozmawiać ! <33 #tak #bardzo #szczęśliwa;happy
1837;Trzeba się wziąć do nauki, średniowiecze przybywam. #tak #bardzo #szczęśliwa #że #jutro #poniedziałek;depressed
1838;Pamiętaj, szczęśliwa miłość przychodzi do tych, co są na to gotowi. ;neutral 
1839;Jak dobrze, że się pojawił #szczęśliwa :)));happy
1840;Nigdy nie rezygnuj z osoby, na widok której szybciej bije Ci serce<3 #szczęśliwa<3 ;happy
1841;Zaraz chyba będę jechać do sklepu i prawdopodobnie po chomika. #szczęśliwa;happy
1842;#chciałabym mieć #kogoś z kim byłabym #szczęśliwa i nie czułabym się #samotna ..;depressed
1843;Przeżyłam to. #szczęśliwa :);happy
1844;przerażające !!!!! dane GUS: 70 proc. zgonów Polaków z powodu chorób krążenia i nowotworów .... #Polska #zdrowie;upset
1845;Bielsko-Biała 1 lutego przekroczony STAN ALARMOWY PM 10 sama sprawdzam nie czuję się ZAALARMOWANA;upset
1846;III stopień zagrożenia odwołany! Do ideału jeszcze daleko, ale stężenia pyłów zawieszonych są nieco niższe.;calm
1847;#smog nad Radomskiem. Stężenie pyłu PM10 o godz. 9.00 wyniosło 165µg/m3.;upset
1848;Wysokie stężenie PM10 na południu i w centrum Polski, m.in. w Krakowie, Katowicach, Łodzi, Częstochowie, Poznaniu i Jeleniej Górze. #smog;upset
1849;Kolejna nieprzespana noc. Jak się obudzicie to dajcie znać a jak nie to też piszcie #bezsenność #kaszel;discouraged
1850;Kiedy chciałeś się zaśmiać, ale zacząłeś kaszleć. #sad #chora #kaszel #umieram #śmiech;depressed
1851;#Kaszel dalej nie ustępuje..;discouraged
1852;Umrę przez ten #kaszel..?? aigo ratunku;depressed
1853;Śniadanie, obiad i kolacja #zapaleniezatok #kaszel #katar #masakra;depressed
1854;Jak jesteś taki cwany to spróbuj kaszlnąć ze szwami przy odbycie... #ała #świeżeszwy #boli #kaszel #poródnaturalny;depressed
1855;Boże, spraw żebym nie wypluła dzisiaj płuc :;depressed
1856;UMRĘĘĘĘĘĘĘĘĘĘĘĘ #kaszel;depressed
1857;#chory i u lekarza ludzi jak mrówków niewiedzieć czemu.;depressed
1858;Dlaczego jak jest fajnie i wszystko idzie po twojej myśli to zaraz musi się wszystko spierdolić! #Chory #KillMePleaseNow;discouraged
1859;Umieram 40 stopni gorączki #chory;depressed
1860;Dajcie długopis, będę pisał testament… #chory;depressed
1861;I znów #chory;discouraged
1862;Moje biedactwo się pochorowało #pies #chory #dog #mydog #bedzie #dobrze #mylove;depressed
1863;Nienawidzę pierdolenia starych bab w aptekach i przychodniach #starebaby #chory;upset
1864;Nienawidzę chorować... #ill #chory #odejdzchorobo;depressed
1865;Niech mnue ktoś przytuli tak bardzo proszę. #zdrowie #chory;depressed
1866;Przychodnia przy Fabrycznej to żart.;upset
1867;Przeziębienie - to co kocham najbardziej #Chory #PolishBoy;depressed
1868;37,4°C - piękny początek weekendu #Chory #Goraczka;depressed
1869;Wysłuchałam prelekcji Wszechpolaka w X LO #Toruń - SKANDAL!!. To była zwykła AGITKA polit.- nabór młodych a nie HISTORIA;upset
1870;W #Toruń rekordzistą jest oddział neurochirurgii. Najwcześniejszy wolny termin - 2025 rok;upset
1871;Młodz. Wszechpolska z pogadanką w szkole #Toruń SKANDAL;upset
1872;Wielkie dzięki dla organizatorów, wykonawców i uczestników #AfrykaReggae #Festiwal #Toruń http://buff.ly/2kixuM8  Od lat wierni pomocy :);happy
1873;rób co należy #partytime #playingtime #toruń #klubstars #musicismylife #housemusic #saturday… https://www.instagram.com/p/BPnxi2sgwLM/;happy
1874;Radny Wojtasik z PIS wraz z Młodzieżą Wszechpolską zamierzają indoktrynować młodzież szkolną w #Toruń http://tiny.pl/gd29d ;upset
1875;#Toruń: Studenci zarzucają #PiS łamanie konstytucji i ośmieszanie Polski na arenie międzynarodowej. Będzie protest;upset
1876;Piękny mural w #Toruń przy ul. Gałczyńskiego i Matejki.;happy
1877;Poszukiwania Remigiusza Baczyńskiego z #Toruń trwają. Pomaga Krzysztof;upset
1878;#kicham;depressed
1879;# dziś na obioadek wątróbka od Leśników;happy
1880;# znowu przyszedł Ważniak! K****A;upset
1881;#Znowu dzwonią!!!;upset
1882;Wszystkie bilety na mecz Anwil #Włocławek - Polski Cukier #Toruń sprzedane.;upset
1883;#Toruń: Jest kolejny trop w sprawie zaginionego 29-letniego Remigiusza Baczyńskiego;upset
1884;Jestem bardzo #zdenerwowany;upset
1885;jestem zły;upset
1886;W drodze na regionalny etap konkursu chemicznego #zdenerwowany;upset
1887;# będzie ciepło;happy
1888;joga dodaje mi energii;happy
1889;nie ma to jak kanapka z serkiem;happy
1890;dziś bez ketchupu:(;depressed
1891;sucha krakowaka to jest to!;happy
1892;znowu śmierdzi!;upset
1893;Nienawidzę kolejek u lekarzy!! #zdenerwowany;upset
1894;Nie będę się wkurwiać.. #zdenerwowany #lol;upset
1895;#zdenerwowany jak mnie wkurza to proszene o obserwowanie;upset
1896;ja pierdziele co za idiota! #zdenerwowany i mam dosyć już tego wyjazdu.;upset
1897;już wiem, że to będzie zły dzień;depressed
1898;Oj, boli mnie głowa... :<;depressed
1899;mam wolną chatę, chyba zjem sobie płatki :>;calm
1900;mile zakończony wieczór, dobranoc :);calm
1901;piątek jak najbardziej ok, w domu;calm
1902;2 dzień bez @szydera1997 a ja już tęsknię i to bardzo mocno tęsknię!;depressed
1903;Po 3 tygodniach szkoły oficjalnie mam dosyć;depressed
1904;Wieczór z moją @szydera1997;happy
1905;czasem życie staje się przyjemniejsze dzięki drobiazgom, ja np. uwielbiam zasypiać ze słuchawkami w uszach #dobranoc;calm
1906;myślę, że piątkowa drzemka to całkiem przyjemna perspektywa. Jednak nie dla mnie, ja muszę dogorywać w szkole #jeszczetroche;discouraged
1907;pieprzona szkoło przepadnij. raz na zawsze kurwa przepadnij!;upset
1908;troszkę fajnie cooo;happy
1909;przyszedł nieprzygotowany na kartkówkę i dostał 6. I'm fucking genius!;happy
1910;wiecie co? Nie ma lepszej kobiety od @szydera1997 ! Sam sobie jej zazdroszczę! :);happy
1911;najlepszy piątek ever! Dziekuje @szydera1997 :3;happy
1912;ale przejebany dzień..;depressed
1913;dziś nie widzę sensu, naprawdę i nie umiem nie stać w miejscu, już nigdy nie będzie jak dawniej.;discouraged
1914;powrót do domu, pierwsze spojrzenie, jej spinki do włosów, powrót wspomnień #bedzielepiej;depressed
1915;cały dzień w łóżku, piękna sprawa;calm
1916;znaleźć sie w przebieralni z murzynką, why not? #goodday;happy
1917;co za paskudny dzień #wkurwiony;upset
1918;ciężki dzień;depressed
1919;zrobiłem sobie takie dobre śniadanko do pracy, że aż nie mogę się doczekać kiedy je zjem!;happy
1920;i znów chciałbym żeby była obok;depressed
1921;wleciał wieczorek na skejpie, troszke bardziej zaczynam tęsknić! :);depressed
1922;chyba próbowała mnie poderwać dorosła kobieta z dzieckiem na kolanach. W sumie fajna była #goodday;happy
1923;brakuje mi właśnie ciebie;depressed
1924;dostać snapa od dziewczyn w stroju kąpielowym z dopiskiem, że tęsknią- bezcenne #23dni;happy
1925;jedno zdjęcie które pozostawiłem wywołuje więcej wspomnień niż się spodziewałem #dobranoc;depressed
1926;piękne uczucie kiedy Angielki próbują wymówić moje imię i łamią sobie język;happy
1927;jest fajnie, ale cały czas czegoś mi brakuje. #ona;depressed
1928;czill;calm
1929;ten piątek jest do dupy, ewidentnie się przeliczyłem.;happy
1930;pieknie opracowanie;happy
1931;kubek kawy, koc i książka. #goodday;happy
1932;niedowierzanie i lęk towarzyszy przy każdorazowym spotkaniu z życiem.;upset
1933;znaleźć mieszkanie to nie taka prosta rzecz.. :);depressed
1934;smuteczek trochę.;depressed
1935;skoro wszyscy mamy wybór, to dlaczego nie jesteśmy dla siebie mili i uprzejmi? Nie rozumiem.;depressed
1936;tęsknię za @szydera1997.;depressed
1937;zakochałem się;happy
1938;Najlepsza dziewczyna na świecie;happy
1939;to będzie paskudny dzień.;depressed
1940;Wiosna!;happy
1941;Ten @rudzkie96 to lubi mnie rozpieszczać! Świeżo wyciskany;happy
1942;Świąteczne selfie z moim mężem!;happy
1943;#ponuro;depressed
1944;Opalankoo!;happy
1945;Yummy, yummy, yummy! I love in it!;happy
1946;"Smażing, plażing i wyrywanie dup! ;)";happy
1947;Świąteczny chillout z Siostrzyczką :3;happy
1948;Tęsknię, bardzo.;depressed
1949;"Piękne niebo dzisiejszego wieczoru mamy ;) #sky";happy
1950;Boring...;depressed
1951;Melancholia sobotniego wieczoru...;depressed
1952;Przyjaciel potrafi zdzialać cuda, czasem samą obecnością;happy
1953;Witaj słoneczko! <3;happy
1954;Drugi dzień bólu głowy ale nie dam się;depressed
1955;Cześć TT! U mnie jak zwykle zajebiście;happy
1956;Cudownie, trzymajcie dziś kciuki <3;happy
1957;"Cześć Twitter, chciałam tylko dać znać, że u mnie zajebiście dobrze. To wszystko ;)";happy
1958;Jak można tak tęsknić?!? #powolneumieranie;depressed
1959;Nie wiedziałam, że można ze szczęścia tak płakać. #wzruszona;happy
1960;Dziś jest międzynarodowy dzień nękania ucznia. Sprawdzone informacje;depressed
1961;Kolejny zajebiście ciężki dzień.;depressed
1962;Owsianka ze śliwkami, daktylami i miodem #dzieńdobry;happy
1963;Wieczór w łóżku z niemieckim to okropny wieczór. Już nawet kakao nie pomaga :<;depressed
1964;Właśnie się obudziłam i wydawało mi się, że jutro jest wolne. Ale jednak nie #poniedziałek;depressed
1965;Nie mogę się przyzwyczaić, że moja siostra już z Nami nie mieszka...;happy
1966;mhhhh pyszny objadek;happy
1967;czuję niedosyt uczuć drogi twitterze.;depressed
1968;Właśnie rodzi mi się siostrzeniec #najszczęśliwszaciocia;happy
1969;zawsze mam ochotę na to czego akurat nie mam w lodówce;depressed
1970;Nienawidzę tego uczucia gdy nie mogę pomóc bliskiej mi osobie';depressed
1971;Drugi dzień bólu głowy ale nie dam się;depressed
1972;Chcesz pomóc a dostajesz jak zwykle w pysk. #lifeisbrutal;depressed
1973;Jeśli kiedyś jeszcze zacznę narzekać na to jak mam ciężko, przypomnę sobie ten rok! <3;depressed
1974;Usłyszałam dziś idealne określenie mojego aktualnego stanu: całkowita niezależność. #miłegodnia;calm
1975;A teraz czas na party!!!! Wasze zdrowie TT <3;happy
1976;Zdałaaaaaaaam!;happy
1977;Dziś jest międzynarodowy dzień nękania ucznia. Sprawdzone informacje;depressed
1978;Dzisiejszy dzień sponsoruje łóżko, herbata i nauka. #typowajesień;calm
1979;Wieczorny chill na balkonie <3 troche jakby wakacje *.*;calm
1980;Jazda konna z rana;happy
1981;Śliwki pod bezami i kruszonką, guiche z grillowanymi warzywami i salatka z ciecierzycą. Zapowiada się ciekawy wieczór!;happy
1982;Wesele na maxa! Wyszło bosko, teraz zabawa!;happy
1983;ale zjadadłabym sobie pomiodory szuszone;depressed
1984;Kupiłam koszule białą, szóstą już. I marynarkę i boyfriendy. Szpilki już czekają! Będzie przepięknie;happy
1985;Dzień dobry TT! 3 dni zostały i caly dom się stresuje xD #weselicho;upset
1986;Złamałam dwa paznokcie, tydzień przed weselem. Ja pierdziuuuuuu!;upset
1987;Dzień dobry TT! Już po panieńskim, wyszło boskooo!;happy
1988;Trening rozciągający, gorąca kąpiel i mogę iść spać #dobranoc;calm
1989;Kocham rodzinne wieczory;happy
1990;Kolejna bezsenna noc. #źle;depressed
1991;Śniadanko na tarasie. #dzieńdobry;calm
1992;Dziś ratuje mnie tylko muzyka. #nocenieprzespane;discouraged 
1993;Uczta byla dzis godna. Ten @rudzkie96 robi najlepszego łososia;happy
1994;Zmęczona ale szczęśliwa. #takimix;happy
1995;Jednak marzenia się spełniają;happy
1996;Dziś smak z dzieciństwa: kluuuuuski;happy
1997;Po treningu siostra zrobila mi masaż. Wiecie gdzie miałam ciarki? Na czole, kolanie i wlosach!!!! Level hard;happy
1998;Rano ćwiczonka, wieczorem pływanie. #dzieńdobry;calm
1999;Istna gorączka przedweselna.... Nie polecam :);upset
2000;Chce juz mieć to za sobą. #prawojazdy;discouraged 
2001;Miłości nigdy za wiele;happy
2002;Wakacje na pełnej!;happy
2003;Zdjęcie z zachodem słońca, bardzo romantycznie! #mylovely #boyfriend #love #kiss https://instagram.com/p/4zkhvBMAJZ/;happy
2004;Kawa mrożona z syropem klonowym! #jestemwniebie;happy
2005;Zrobiło się jakoś rodzinnie.;happy
2006;Wcale (nie)dobry dzień. #sobota;upset
2007;Znalazłam sukienkę!!!!;happy
2008;A teraz czas na party;happy
2009;Na obiad zupa z botwinki z ziemniakami i koprem! #Szyderakuchareczka;happy
2010;Przyjemnie jest wstać gdy ma się swiadomość, że jest z kim zjeść śniadanie! #dzieńdobry;happy
2011;Jest dobrze, jest dobrze;happy
2012;,,The Paradise'' do śniadania #dzieńdobry;happy
2013;Świętowanie nie zawsze musi oznaczać imprezę. Czasem wystarczy wino, książka i @rudzkie96;happy
2014;Mam najcudowniejszego faceta na świecie!!!!!;happy
2015;Pani w sklepie stwierdziła, że moja figura nie nadaje się do chodzenia w sukienkach typu worek. Co ona wie o zyciu?!?;depressed
2016;Czuje, że to będą wspaniałe wakacje!!!!;happy
2017;Oficjalnie zaczęłam wakacje pysznym obiadkiem!!!!;happy
2018;Zasłużone wakacje!!!! #jupi #holiday #żegnajŻerom #czasnarelax https://instagram.com/p/4YvryeMAJP/ ;happy
2019;Cudowne uczucie, móc być sobą pośród ludzi. Cudownych ludzi;happy
2020;Dziś bardzooooo babski wieczór i noc i poranek!;calm
2021;Wino na poprawę samopoczucia. #dobrywieczór;happy
2022;Dziś karkówka w ziołach i miodzie. #DzieńOjca;happy
2023;Wczoraj byłam na jednej z lepszych imprez. Wszystko mnie boli dosłownie. Czas odespać :);happy
2024;Tak, już mam wakacje!;happy
2025;Boyfriendy, szpilki i marynarka #najlepszepołączenie;calm
2026;Uczę się mruczeć ponętnie jak kot. #cośkiepskomiidzie;depressed
2027;Totally fall in love <3;happy
2028;Bardzo babski poranek! Maseczki, kawka, ploteczky;happy
2029;Kawka na tarasie? Why not #dzieńdobry;calm
2030;Przeżyłam najcięższy tydzień tego roku szkolnego. #holiday;discouraged 
2031;Zeżarłam dziś kilo lodów bo MATMA. #depresjamatematyczna;depressed
2032;Cześć lato! Dobrze, że już jesteś!;calm
2033;Niech ten dzień już się skończy. #jutrodwasprawdziany;depressed
2034;Melisę na uspokojenie poproszę! #grrrr;upset
2035;Wczorajszy dzień to zdecydowanie najlepszy dzień w historii udanych dni.;happy
2036;Mam sukienkę na poprawiny!!!! Juuupi *.*;happy
2037;Bardzo go kocham. Potwierdzone naukowo;happy
2038;Byłam dziś w mojej małej świątynii spokoju. Polecam 10/10;calm
2039;Pancakes kakaowe na śniadanko! Dzień dobry :);calm
2040;To był dobry dzień! #kochamtakiedni;calm
2041;Cudownie jest móc się wyspać. #dzieńdobry;calm
2042;Tak definiuję moją rodzinkę;happy
2043;Szykuje mi się randka! #motylewbrzuchu;happy
2044;Wiosna!;calm
2045;Śniadanko do łóżka! Czy ja jestem w niebie? #kochanaIwona;happy
2046;Nie lubię kiedy facet zachowuje się jak dupek, debil i pajac.... Oj bardzo nie lubię.;upset
2047;Cudowny dzień! #with #my #lovely #boyfriend #kiss #love #hugs #besttime #loveisintheair #biglove… https://instagram.com/p/29UmAusADt/ ;happy
2048;Miały być ćwiczonka...ale jakos tak #badday;depressed
2049;Niech ten tydzień się już skończy. #wykończona;depressed
2050;Spokój, cisza, kawka i balkon;calm
2051;Nocą budzą się nasze największe lęki';upset
2052;To był cudowny początek weekendu! @rudzkie96 jak ja Cię kocham;happy
2053;No to wooooolne!;happy
2054;Nie. Bezmyślne kurwa babsko.;upset
2055;Czy to jest kurwa mądre?;upset
2056;I nie to żebym się wjebała, tylko z jednej strony Pan się zatrzymał, a z drugiej jechała baba i się na środku pasów szmata zatrzymała.;upset
2057;Wyjaśniliśmy sobie kilka spraw, trochę w krzyku, trochę w płaczu, ale jest lepiej.;calm
2058;Będzie mi przykro. Już mi jest przykro.;depressed
2059;Nie poszłam dziś na siłkę, z myślą że poleżę i odpocznę, już słyszę że będzie rozmowa, jak to my z młodym nic nie robimy w domu.;depressed
2060;Jak dobrze że jestem już po pracy;calm
2061;Ledwo zaczęłam pracę, a już chce do domu;depressed
2062;Tak, jestem przed okresem XD;depressed
2063;Jak mnie dziś w pracy wkurwili (bo inaczej się nie da), to aż mnie do tej pory trzyma.;upset
2064;Dzisiaj byłam bliska omdlenia na siłowni;upset
2065;Brat mi z Anglii wraca na dwa tygodnie;happy
2066;Za zimno, żeby wyjść spod kołdry. Odwołuję ten dzień.;depressed
2067;Wracałam z pracy i dostałam od jakiegoś gówniarza gałą śniegu;upset
2068;Uczę mamę obsługiwać telefon bezdotykowy. Minęły 2 minuty i już dostaję szału.;upset
2069;Jak dobrze, że już weekend;calm
2070;Dzień dobry w ten mroźny wolny piątek;calm
2071;Nie ma to jak w pracy skaleczyć się sztucznym kwiatkiem;depressed
2072;Od 4 dni boli mnie gardło, ale tylko jak jestem w domu, a przecież w pracy jest zimno;depressed
